first_name,last_name,start_date,exit_date,title,supervisor,ad_email,business_unit,employee_status,employee_type,pay_zone,employee_classification_type,termination_type,termination_description,department_type,division,state,job_function_description,gender_code,location_code,race_desc,marital_desc,performance_score,current_employee_rating,employee_id,survey_date,engagement_score,satisfaction_score,worklife_balance_score,training_date,training_program_name,training_type,training_outcome,location,trainer,training_durationdays,training_cost
Kolton,Duarte,2020-12-12,2023-05-28,Production Technician I,Ashley Cannon,kolton.duarte@bilearner.com,TNS,Active,Contract,Zone C,Full-Time,Retirement,Occur tough thousand on recent.,Production       ,Field Operations,MA,Laborer,Female,57914,Asian,Married,Fully Meets,3,1899,,2,4,5,2023-01-29,Leadership Development,Internal,Incomplete,Port Jenniferside,Tyler Mcgee,2,724.87
Jonas,Braun,2020-04-06,,Production Technician I,Lauren Thompson,jonas.braun@bilearner.com,PYZ,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,General - Con,MA,Clerk,Female,46828,Hispanic,Widowed,Fully Meets,3,1900,,2,2,5,2023-04-27,Communication Skills,Internal,Passed,North Darryl,Joe Flores,4,140.83
Meadow,Howe,2023-01-30,,Production Technician I,Diana Cox,meadow.howe@bilearner.com,WBL,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Engineers,MA,Engineer,Female,51699,White,Divorced,Fully Meets,3,1901,,4,1,5,2022-09-22,Project Management,External,Passed,North Peterland,Paul Davis,1,113.47
Sarahi,Raymond,2020-09-08,2022-09-19,Production Technician I,Samantha Hester,sarahi.raymond@bilearner.com,NEL,Active,Full-Time,Zone A,Temporary,Retirement,Brother a billion wife watch south.,Production       ,Engineers,MA,Project Manager,Male,86441,Other,Divorced,Fully Meets,3,1902,,2,5,3,2023-02-24,Customer Service,External,Incomplete,Jasonborough,Vincent Spencer,1,604.93
Taylor,Wiggins,2020-12-14,2021-12-07,Production Technician I,Roger Lynch,taylor.wiggins@bilearner.com,PL,Active,Part-Time,Zone C,Part-Time,Resignation,Can ahead cell in most generation reduce.,Production       ,Field Operations,MA,Foreman,Female,39875,Black,Divorced,Fully Meets,3,1903,,5,5,2,2023-05-27,Project Management,External,Completed,Wintersmouth,Jennifer Garcia,4,699.97
Ezra,Zhang,2022-11-07,,Production Technician I,Brenda Rodriguez,ezra.zhang@bilearner.com,BPC,Active,Contract,Zone C,Part-Time,Unk,,Production       ,General - Con,MA,Laborer,Female,73332,Asian,Widowed,Fully Meets,3,1904,,5,1,4,2022-10-20,Leadership Development,Internal,Failed,East Autumn,Donald Franklin,1,576.1
Sonia,Chung,2022-04-06,,Production Technician I,Sean Moon,sonia.chung@bilearner.com,CCDR,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Wireline Construction,MA,Vp,Female,85085,Asian,Married,Fully Meets,3,1905,,5,2,1,2022-11-24,Leadership Development,Internal,Passed,Buchananton,Matthew Brooks,2,958.46
Bryce,Mills,2021-02-22,,Production Technician I,Holly Hudson,bryce.mills@bilearner.com,SVG,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,MA,Laborer,Male,11009,Hispanic,Widowed,Fully Meets,3,1906,,1,4,5,2023-03-05,Project Management,External,Passed,Pamelaborough,Anthony Turner,5,228.41
Wade,Wiggins,2022-05-16,,Production Technician I,Charles Allen,wade.wiggins@bilearner.com,EW,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,MA,Operator,Male,89719,Asian,Widowed,Fully Meets,3,1907,,2,4,5,2022-11-10,Technical Skills,Internal,Completed,Wilsonborough,Dr. Michael Day,2,203.44
Selina,Gonzalez,2020-01-18,,Production Technician I,Bonnie Hardin,selina.gonzalez@bilearner.com,MSC,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Field Operations,MA,Technician,Female,71466,White,Widowed,Fully Meets,3,1908,,4,2,5,2023-07-21,Project Management,External,Incomplete,Cynthiaside,Jill Martin,2,359.08
Tyree,Parsons,2021-10-21,,Production Technician I,Heather Michael,tyree.parsons@bilearner.com,TNS,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,General - Con,MA,Groundman,Female,68175,White,Widowed,Fully Meets,3,1909,,3,5,2,2023-03-15,Technical Skills,Internal,Passed,Leestad,Stephen Neal,3,653.23
Adrian,Murray,2019-01-05,,Production Technician I,Jose Gomez,adrian.murray@bilearner.com,PYZ,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,General - Eng,MA,Drafter,Female,48973,Hispanic,Divorced,Fully Meets,3,1910,,1,4,1,2022-10-12,Customer Service,Internal,Passed,Evansshire,Shannon Spencer,5,614.4
Kael,Fisher,2021-01-24,2022-01-27,Production Technician I,Angela Bailey,kael.fisher@bilearner.com,WBL,Voluntarily Terminated,Part-Time,Zone B,Temporary,Resignation,Human box wish natural student staff.,Production       ,Wireline Construction,MA,Laborer,Female,36064,White,Divorced,Fully Meets,3,1911,,3,4,3,2022-11-12,Communication Skills,External,Passed,Trevorchester,Mr. Paul Morales,5,333.08
Erica,French,2020-03-06,2021-03-06,Production Technician II,Brett Sims,erica.french@bilearner.com,TNS,Active,Part-Time,Zone B,Temporary,Retirement,Here relationship possible purpose instead.,Production       ,Engineers,MA,Engineer,Female,7544,Asian,Married,Fully Meets,3,1912,,2,5,1,2023-03-26,Leadership Development,External,Completed,Yangland,Anthony Cannon,1,718.38
Damaris,Oneal,2022-11-19,2023-02-15,Production Technician II,Natalie Johnson,damaris.oneal@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Involuntary,Fine many herself field method draw learn.,Production       ,General - Con,MA,Lineman,Male,70057,White,Married,Fully Meets,3,1913,,5,4,2,2023-02-02,Project Management,External,Failed,Brianland,Nicholas Mathis,3,195.29
Rebecca,Craig,2019-03-15,2019-10-02,Production Technician II,Deanna Freeman,rebecca.craig@bilearner.com,WBL,Voluntarily Terminated,Part-Time,Zone B,Full-Time,Resignation,Scene receive customer way medical way itself.,Production       ,Engineers,MA,Project Manager,Female,34085,Other,Married,Fully Meets,3,1914,,4,4,5,2023-01-11,Leadership Development,External,Passed,Mckeemouth,Randy Perkins,2,113.43
Carley,Waters,2023-05-11,2023-07-05,Production Technician II,Mary Todd,carley.waters@bilearner.com,NEL,Leave of Absence,Part-Time,Zone B,Temporary,Voluntary,Rate pick despite too happy.,Production       ,General - Con,MA,Laborer,Female,25099,Asian,Divorced,Fully Meets,3,1915,,2,3,5,2022-11-11,Customer Service,External,Incomplete,Wilsonbury,Robin Smith MD,4,651.23
Kadyn,Harrison,2022-02-05,2023-02-07,Production Technician II,Kevin Perkins,kadyn.harrison@bilearner.com,PL,Leave of Absence,Full-Time,Zone A,Full-Time,Involuntary,Shake hold standard team seat word.,Production       ,General - Con,MA,Technician,Male,86671,Other,Divorced,Fully Meets,3,1916,,3,4,3,2022-09-28,Technical Skills,Internal,Incomplete,Allisonton,Hannah Cortez,1,331.66
Megan,Huang,2019-05-29,,Production Technician I,Joseph Bryant,megan.huang@bilearner.com,EW,Active,Contract,Zone B,Full-Time,Unk,,Production       ,General - Eng,MA,Engineer,Female,39874,Black,Single,Fully Meets,3,1917,,5,2,3,2023-01-24,Customer Service,Internal,Incomplete,Jonesside,Spencer Ford,3,419.83
Callum,Blair,2023-01-09,2023-03-14,Production Technician I,Kayla Shelton,callum.blair@bilearner.com,MSC,Active,Contract,Zone B,Temporary,Involuntary,Talk beyond year seven.,Production       ,Field Operations,MA,Supervisor,Female,36065,Black,Single,Fully Meets,3,1918,,3,5,5,2023-08-03,Communication Skills,Internal,Incomplete,South Thomas,Gary Rocha,2,226.7
Emilie,Donaldson,2022-05-01,2022-11-21,Production Technician I,Dylan Foster,emilie.donaldson@bilearner.com,TNS,Voluntarily Terminated,Contract,Zone A,Full-Time,Involuntary,Man mean daughter best quite guess.,Production       ,Shop (Fleet),MA,Shop,Female,7972,Other,Widowed,Fully Meets,3,1919,,2,3,3,2023-06-18,Leadership Development,External,Failed,Wellsland,Carrie Walton,1,583.76
Darius,Duke,2021-01-26,2021-08-06,Production Technician I,Mary Morgan,darius.duke@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Retirement,Avoid song interview them class.,Production       ,Field Operations,MA,Tower Hand,Female,81226,Hispanic,Widowed,Fully Meets,3,1920,,2,5,3,2023-04-04,Customer Service,Internal,Failed,West Chadview,Lindsey Johnson,3,646.65
Kenya,Decker,2021-09-06,2023-07-02,Production Technician I,Danny Howard,kenya.decker@bilearner.com,WBL,Active,Contract,Zone C,Full-Time,Voluntary,Member space player.,Production       ,Engineers,MA,Engineer,Male,10345,Other,Married,Fully Meets,3,1921,,3,2,5,2023-05-28,Technical Skills,External,Incomplete,West Dawn,Steven Golden,2,813.17
Tyrese,Sloan,2020-07-29,,Production Technician I,Lisa Morrison,tyrese.sloan@bilearner.com,NEL,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,General - Con,MA,Technician,Male,89245,Asian,Divorced,Fully Meets,3,1922,,1,1,3,2022-11-14,Technical Skills,External,Passed,Maxwellfurt,Maria Le,3,636.38
Giana,Roach,2023-03-31,2023-04-30,Production Technician I,John Adams,giana.roach@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Involuntary,Officer thus service.,Production       ,People Services,MA,Director,Female,46757,Other,Widowed,Fully Meets,3,1923,,3,4,4,2022-11-17,Project Management,External,Failed,Dianeview,Lauren Dixon,3,868.74
Teagan,Swanson,2023-05-16,2023-05-29,Production Technician I,Derek Thompson,teagan.swanson@bilearner.com,BPC,Active,Part-Time,Zone B,Full-Time,Voluntary,More sure call best.,Production       ,Field Operations,MA,Foreman,Female,53602,Hispanic,Married,Fully Meets,3,1924,,3,5,1,2023-07-14,Customer Service,External,Failed,Port Hannahshire,Lisa Johnston,4,250.41
Jerome,Fischer,2023-04-29,2023-07-07,Production Technician I,Jason Kelly,jerome.fischer@bilearner.com,CCDR,Active,Contract,Zone B,Full-Time,Voluntary,Gun better when. Ok suddenly certain seat.,Production       ,Splicing,MA,Laborer,Male,91520,Other,Divorced,Fully Meets,3,1925,,1,5,3,2023-05-12,Communication Skills,Internal,Completed,Karenshire,Jennifer Roberts,3,882.06
Grayson,Preston,2019-11-27,,Production Technician I,Cheryl Anderson,grayson.preston@bilearner.com,SVG,Active,Contract,Zone A,Temporary,Unk,,Production       ,Field Operations,MA,Director,Male,95240,Black,Single,Fully Meets,3,1926,,3,4,2,2023-06-30,Leadership Development,Internal,Passed,New David,Mr. Donald Shepard,1,350.88
Turner,Bradley,2022-11-03,2023-04-02,Production Technician I,Jeffrey Peters,turner.bradley@bilearner.com,EW,Active,Full-Time,Zone C,Full-Time,Involuntary,Explain put must.,Production       ,Field Operations,MA,Technician,Male,4497,Hispanic,Married,Fully Meets,3,1927,,3,2,1,2023-02-23,Leadership Development,External,Completed,Michaelmouth,Christopher Avila,5,571.81
Elvis,Daniels,2022-08-08,,Production Technician I,Cindy Phillips,elvis.daniels@bilearner.com,MSC,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,General - Con,MA,Laborer,Female,89914,Hispanic,Widowed,Fully Meets,3,1928,,4,5,5,2023-02-23,Communication Skills,Internal,Failed,Toddbury,Jessica Jones,3,900.89
Rose,Travis,2023-07-27,,Production Technician I,James Lee,rose.travis@bilearner.com,TNS,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Field Operations,MA,Coordinator,Female,97011,Asian,Widowed,Fully Meets,3,1929,,4,1,3,2023-08-04,Customer Service,Internal,Failed,Burchfurt,Hannah Mays,3,312.56
Frank,Williams,2023-07-15,,Production Technician I,Kelly Vaughn,frank.williams@bilearner.com,PYZ,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,General - Con,MA,Technician,Female,70906,Asian,Single,Fully Meets,3,1930,,3,3,4,2023-06-30,Project Management,External,Incomplete,Ashleyfurt,Stephen Graham,5,533.56
Yurem,Donovan,2022-11-09,,Production Technician I,Donna Jones,yurem.donovan@bilearner.com,WBL,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Fielders,MA,Engineer,Female,17678,White,Single,Fully Meets,3,1931,,2,3,4,2023-05-14,Leadership Development,Internal,Failed,Wolfeton,Jonathan Hunt,5,381.36
John,Smith,2019-12-24,2022-06-12,Sales Manager,Emily Gaines,john.smith@bilearner.com,BPC,Active,Full-Time,Zone A,Temporary,Voluntary,Ok glass media learn grow.,Sales,General - Sga,MA,Project Manager,Male,1886,Other,Widowed,Fully Meets,3,1932,,5,5,2,2023-03-19,Customer Service,Internal,Failed,Georgemouth,Brian Terry,2,754.08
Lynn,Daneault,2019-03-08,,Sales Manager,Laura Smith,lynn.daneault@bilearner.com,NEL,Active,Contract,Zone C,Part-Time,Unk,,Sales,Aerial,VT,Lineman,Female,5473,Black,Widowed,Fully Meets,3,1933,,2,4,5,2022-10-17,Customer Service,Internal,Incomplete,Walkershire,Kim Lee,5,837.19
Donysha,Kampew,2019-06-25,2020-10-04,Sales Manager,Steve Grant,donysha.kampew@bilearner.com,WBL,Voluntarily Terminated,Contract,Zone B,Full-Time,Voluntary,Baby still now positive traditional head while.,Sales,General - Eng,PA,Supervisor,Female,19444,Other,Widowed,Fully Meets,3,1934,,2,5,2,2023-05-08,Leadership Development,External,Incomplete,Suzannemouth,Elizabeth Sanchez,2,993.7
Jordin,Lozano,2019-01-03,,Production Technician II,Brent Hickman,jordin.lozano@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Unk,,Sales,Yard (Material Handling),MA,Coordinator,Male,60994,Hispanic,Divorced,Fully Meets,3,1935,,5,1,4,2022-09-16,Customer Service,Internal,Completed,Rodriguezfurt,Anna Stafford,2,505.4
Ronald,Gross,2023-02-02,,Production Technician II,Mary Weber,ronald.gross@bilearner.com,BPC,Active,Full-Time,Zone B,Part-Time,Unk,,Sales,Field Operations,PA,Technician,Female,78866,Hispanic,Widowed,Fully Meets,3,1936,,3,3,5,2022-08-21,Leadership Development,External,Failed,Hooverberg,Amanda Randolph,5,567.55
Maryjane,Choi,2022-03-30,2023-01-30,Production Technician II,Kayla Peterson,maryjane.choi@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone A,Temporary,Involuntary,Decide prevent town important front.,Sales,Engineers,PA,Technician,Female,34825,Asian,Single,Fully Meets,3,1937,,4,5,4,2023-05-08,Leadership Development,External,Completed,Chapmanstad,Sarah Boone,4,774.74
Madalynn,Yates,2020-03-23,,Production Technician II,Donna Gonzalez,madalynn.yates@bilearner.com,TNS,Active,Part-Time,Zone A,Full-Time,Unk,,Sales,Splicing,MA,Technician,Female,52524,Other,Single,Fully Meets,3,1938,,1,4,3,2022-08-24,Communication Skills,External,Passed,Annaton,Jordan Stanley,5,316.61
Angelina,Peck,2019-06-06,,Production Technician II,Michele Riddle,angelina.peck@bilearner.com,PYZ,Active,Contract,Zone C,Temporary,Unk,,Sales,Field Operations,PA,Engineer,Female,19068,Asian,Married,Fully Meets,3,1939,,4,5,3,2022-10-27,Communication Skills,External,Completed,East Joseph,Kristi Lee,3,531.73
Dario,Shaw,2023-05-28,,Production Technician II,Stephanie Kerr,dario.shaw@bilearner.com,TNS,Active,Contract,Zone A,Temporary,Unk,,Sales,Engineers,MA,Project Manager,Female,18285,Asian,Widowed,Fully Meets,3,1940,,3,4,5,2023-01-16,Communication Skills,External,Failed,Denisehaven,Alyssa White,2,342.26
Deven,Frazier,2021-02-03,,Production Technician II,Mackenzie Johnston,deven.frazier@bilearner.com,PYZ,Active,Contract,Zone A,Part-Time,Unk,,Sales,Engineers,PA,Engineer,Female,13977,Hispanic,Widowed,Fully Meets,3,1941,,3,5,4,2023-02-04,Leadership Development,External,Failed,Perryborough,Frank Rhodes,3,158.79
Jett,Kent,2019-07-30,2022-11-09,Production Technician II,William Thompson,jett.kent@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Retirement,Sense station management factor.,Sales,Wireline Construction,MA,Laborer,Female,37830,Other,Widowed,Fully Meets,3,1942,,2,4,2,2023-04-15,Customer Service,Internal,Completed,West Stephanieton,Miranda Wilson,3,250.51
Zander,Aguilar,2022-05-08,2022-11-17,Production Technician II,Timothy Wheeler,zander.aguilar@bilearner.com,PYZ,Voluntarily Terminated,Contract,Zone A,Part-Time,Retirement,Table try place week.,Sales,Shop (Fleet),PA,Mechanic,Female,34057,White,Widowed,Fully Meets,3,1943,,5,5,4,2023-05-13,Technical Skills,Internal,Passed,Bassborough,Eddie Foster,3,453.4
Alessandro,Chavez,2020-05-12,,Production Technician II,Steve Macdonald,alessandro.chavez@bilearner.com,TNS,Active,Part-Time,Zone A,Full-Time,Unk,,Sales,Field Operations,PA,Technician,Female,80132,Asian,Married,Fully Meets,3,1944,,1,4,1,2022-10-26,Technical Skills,External,Completed,New Maryfort,Michelle Rosales,5,742.31
Jaxson,Brady,2019-03-28,2022-12-10,Sales Manager,Christopher Murray DDS,jaxson.brady@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone A,Temporary,Resignation,Team brother social realize town.,Sales,Engineers,MA,Engineer,Female,36863,White,Married,Fully Meets,3,1945,,1,3,4,2023-01-12,Customer Service,External,Passed,Rachelbury,Rachel Juarez,5,341.94
Giovanni,Whitaker,2019-07-22,,Production Technician II,James Mitchell,giovanni.whitaker@bilearner.com,WBL,Active,Full-Time,Zone A,Full-Time,Unk,,Sales,Aerial,PA,Lineman,Female,76522,Other,Widowed,Fully Meets,3,1946,,3,5,1,2022-08-30,Customer Service,Internal,Completed,Delgadomouth,Benjamin Mcdonald,1,967.18
Karen,Goodman,2020-09-17,,Sales Manager,John Chavez,karen.goodman@bilearner.com,MSC,Active,Part-Time,Zone C,Temporary,Unk,,Sales,General - Sga,PA,Manager,Female,42775,White,Single,Fully Meets,3,1947,,1,3,3,2022-11-14,Communication Skills,External,Failed,Brewerchester,Derek Smith,3,147.4
Skyla,Lambert,2022-07-02,2022-08-09,Production Technician II,Teresa Williamson,skyla.lambert@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Zone B,Temporary,Retirement,Step loss place continue inside.,Sales,Splicing,PA,Splicer,Female,46619,Black,Married,Fully Meets,3,1948,,2,1,5,2023-05-23,Project Management,External,Failed,Port Patrickport,Randy Howell,4,884.26
Ashlynn,Duffy,2019-11-30,,Sales Manager,Kimberly Washington,ashlynn.duffy@bilearner.com,MSC,Active,Contract,Zone A,Part-Time,Unk,,Sales,Field Operations,PA,Technician,Female,63764,Hispanic,Divorced,Fully Meets,3,1949,,5,3,4,2023-04-28,Customer Service,Internal,Incomplete,Jodyville,Samantha Thompson,5,592.96
Lilliana,Walker,2023-07-21,2023-07-21,Production Technician II,Stephanie Anderson,lilliana.walker@bilearner.com,TNS,Voluntarily Terminated,Contract,Zone C,Temporary,Involuntary,Long before return human peace century team.,Production       ,Splicing,PA,Splicer,Female,30495,Asian,Married,Fully Meets,3,1950,,3,2,1,2023-02-21,Project Management,External,Passed,Michaelchester,Nicholas Daugherty,2,801.28
Lindsay,Copeland,2020-08-26,2021-05-30,Sales Manager,Jeffery Snyder,lindsay.copeland@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone A,Temporary,Voluntary,Final send three.,Sales,Aerial,MA,Foreman,Female,32929,Asian,Married,Fully Meets,3,1951,,4,1,3,2023-04-29,Leadership Development,Internal,Incomplete,Veronicatown,Tracy Melton,2,717.95
Kristin,Mccarty,2020-05-16,,Sales Manager,Abigail Marks,kristin.mccarty@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Unk,,Sales,Underground,PA,Laborer,Female,57392,Other,Divorced,Fully Meets,3,1952,,2,5,2,2023-03-05,Leadership Development,Internal,Passed,East Jeff,Sydney Bryant,1,846.22
Barbara,Sutwell,2023-04-06,2023-05-24,Production Technician I,Jeffrey Murphy,barbara.sutwell@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Retirement,Any adult enter these less.,Production       ,Finance & Accounting,MA,Cfo,Female,2718,Asian,Divorced,Fully Meets,3,1953,,4,5,4,2022-08-13,Leadership Development,External,Passed,West Kelli,Laura Smith,4,275.62
Lenora,Tejeda,2019-02-18,2022-10-31,Production Technician II,Heather Riley,lenora.tejeda@bilearner.com,SVG,Voluntarily Terminated,Part-Time,Zone C,Temporary,Voluntary,Learn yes material management Mr vote.,Production       ,Finance & Accounting,MA,Administration,Female,2129,Other,Divorced,Fully Meets,3,1954,,1,1,5,2022-08-14,Customer Service,External,Passed,Lake Cindy,Ronald Marsh,5,837.05
Ludwick,Harrell,2020-10-10,,Production Technician I,Jonathan Huber,ludwick.harrell@bilearner.com,MSC,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,MA,Engineer,Male,1776,White,Married,Fully Meets,3,1955,,2,3,4,2023-07-22,Leadership Development,Internal,Incomplete,Port Catherineside,Stephen Henry,3,202.35
Courtney,Beatrice,2021-05-15,,Production Technician I,Patrick Liu,courtney.beatrice@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Billable Consultants,MA,Engineer,Female,1915,Black,Married,Fully Meets,3,1956,,1,5,4,2023-06-05,Communication Skills,External,Passed,Lake Justin,Phillip Yates,4,590.97
Melisa,Gerke,2019-05-13,2022-05-30,Production Technician I,Jimmy Cox,melisa.gerke@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Retirement,Prove do voice ten likely do.,Production       ,Field Operations,MA,Manager,Female,2330,Asian,Widowed,Fully Meets,3,1957,,5,2,2,2023-04-14,Customer Service,External,Failed,North Meganstad,Bruce Ramirez,5,744.55
Lin,Chan,2019-07-04,,Production Technician I,Neil Aguilar,lin.chan@bilearner.com,PYZ,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Sales & Marketing,MA,Assistant,Female,2170,Other,Married,Fully Meets,3,1958,,4,2,5,2023-05-23,Communication Skills,Internal,Incomplete,North Carolynside,Ethan Williams,2,141.91
Kamrin,Sander,2022-04-01,2022-04-28,Production Technician I,Kirsten Patel,kamrin.sander@bilearner.com,CCDR,Active,Part-Time,Zone B,Temporary,Voluntary,Nation fight role according team candidate.,Production       ,Project Management - Con,MA,Coordinator,Female,2154,Asian,Married,Fully Meets,3,1959,,5,3,4,2022-09-13,Project Management,External,Completed,Lake Travisfort,Jessica Johnston,2,883.34
Thomas,Rhoads,2018-11-03,,Production Technician I,Sean Scott,thomas.rhoads@bilearner.com,PYZ,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Aerial,MA,Administrator,Male,2176,White,Divorced,Fully Meets,3,1960,,3,4,1,2023-04-28,Leadership Development,Internal,Passed,Port Jamiemouth,Victoria Richardson,4,176.82
Nina,Panjwani,2018-10-11,2022-05-04,Production Technician I,Matthew Hawkins,nina.panjwani@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Zone A,Full-Time,Voluntary,Trip letter possible institution nothing.,Production       ,General - Eng,MA,Drafter,Female,2351,Black,Married,Fully Meets,3,1961,,2,3,1,2023-04-25,Customer Service,External,Failed,Juliehaven,Ashley Meyer,1,767.22
Megan,Faller,2023-06-25,2023-07-25,Production Technician II,Susan Gilbert,megan.faller@bilearner.com,CCDR,Active,Contract,Zone C,Part-Time,Involuntary,It likely program stay product.,Production       ,General - Con,MA,Clerk,Female,1824,Other,Divorced,Fully Meets,3,1962,,2,4,1,2022-10-02,Leadership Development,External,Completed,Stephanietown,Jeremy Little,5,555.6
Judy,Jung,2020-09-14,2021-08-31,Production Technician I,Tiffany Baker,judy.jung@bilearner.com,CCDR,Voluntarily Terminated,Contract,Zone B,Full-Time,Resignation,Expert wrong space Mrs popular kitchen small.,Production       ,General - Con,MA,Technician,Female,2446,Other,Married,Fully Meets,3,1963,,2,5,3,2023-06-13,Technical Skills,Internal,Incomplete,Danielhaven,Sarah Stone,2,316.03
April,Evensen,2022-12-20,2023-03-11,Production Technician I,Ashley Wagner,april.evensen@bilearner.com,EW,Terminated for Cause,Part-Time,Zone B,Part-Time,Voluntary,War good your trial second black sit.,Production       ,Executive,MA,Manager,Female,2458,Other,Married,Fully Meets,3,1964,,5,5,5,2023-05-22,Customer Service,Internal,Failed,East Tina,David Hart,1,540.96
Julissa,Hunts,2022-02-23,,Production Technician II,Pamela Smith,julissa.hunts@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,General - Con,MA,Specialist,Female,2021,White,Widowed,Fully Meets,3,1965,,3,1,1,2022-10-16,Leadership Development,External,Failed,Sandramouth,Julie Kennedy,3,444.23
Kristie,Nowlan,2019-05-31,,Production Technician II,Jessica Klein,kristie.nowlan@bilearner.com,TNS,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,General - Con,MA,Technician,Female,1040,Other,Widowed,Fully Meets,3,1966,,4,3,2,2023-05-19,Communication Skills,Internal,Failed,Dennisberg,Mark Baker,5,497.54
Dawn,Motlagh,2019-01-29,,Production Technician I,Molly Freeman,dawn.motlagh@bilearner.com,PL,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,General - Con,MA,Flagger,Female,2453,Other,Single,Fully Meets,3,1967,,4,2,4,2023-07-23,Customer Service,Internal,Incomplete,West Austin,Alexander Myers,4,300.95
Theresa,Wallace,2019-09-01,,Production Technician I,Cynthia Watkins,theresa.wallace@bilearner.com,NEL,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,General - Con,MA,Laborer,Female,1887,Asian,Widowed,Fully Meets,3,1968,,1,4,2,2022-11-25,Customer Service,Internal,Incomplete,East Charleneview,Kimberly Becker,2,283.06
Allison,Lydon,2021-01-17,2021-06-08,Production Technician I,Derek Vargas,allison.lydon@bilearner.com,MSC,Leave of Absence,Full-Time,Zone A,Part-Time,Retirement,Indicate mother account loss really past.,Production       ,General - Con,MA,Foreman,Female,2122,White,Single,Fully Meets,3,1969,,4,3,3,2022-08-29,Communication Skills,Internal,Incomplete,North Ericside,Eric Allen,4,967.94
Trina,Alagbe,2022-04-21,2022-04-21,Production Technician I,Mark Bradley,trina.alagbe@bilearner.com,PYZ,Active,Part-Time,Zone C,Temporary,Retirement,Push must right.,Production       ,Field Operations,MA,Foreman,Female,1886,Other,Single,Fully Meets,3,1970,,5,4,4,2023-03-27,Leadership Development,External,Failed,Douglasland,Richard Thomas,1,398.23
Betsy,Bondwell,2018-09-15,2023-07-14,Production Technician II,Christopher Rodriguez,betsy.bondwell@bilearner.com,MSC,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Voluntary,Glass minute shake food determine deep.,Production       ,General - Con,MA,Lineman,Female,2210,Other,Divorced,Fully Meets,3,1971,,3,2,1,2022-12-20,Leadership Development,External,Incomplete,West Sandratown,Nathaniel Rasmussen,1,331.8
Joe,Smith,2021-12-04,2022-01-07,Production Technician II,Caroline Little,joe.smith@bilearner.com,EW,Active,Contract,Zone A,Temporary,Involuntary,Its card benefit dream bring.,Production       ,Field Operations,MA,Laborer,Male,2045,Asian,Single,Fully Meets,3,1972,,2,2,3,2023-04-26,Leadership Development,External,Incomplete,Powellside,Matthew Watson,4,349.48
Lisa,Lunquist,2019-11-14,,Production Technician II,Angela Watson,lisa.lunquist@bilearner.com,BPC,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,General - Con,MA,Laborer,Female,2324,Black,Married,Fully Meets,3,1973,,4,2,3,2023-04-01,Communication Skills,External,Failed,Geraldchester,Roy Juarez,1,596.48
Jene'ya,Darson,2021-04-14,,Production Technician I,Robert Joseph,jene'ya.darson@bilearner.com,NEL,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Aerial,MA,Supervisor,Female,2110,White,Widowed,Fully Meets,3,1974,,4,1,3,2022-10-08,Project Management,Internal,Incomplete,Port Billy,Jean Lee,2,677.45
